date,open,high,low,close,volume,OT
2020-04-19 17:00:00.000,7097.34,7134.05,7086.0,7122.59,1914.554019,7157.14
2020-04-19 18:00:00.000,7122.49,7167.93,7116.29,7157.14,2385.099509,7147.12
2020-04-19 19:00:00.000,7157.15,7170.58,7135.0,7147.12,1263.474528,7134.28
2020-04-19 20:00:00.000,7147.13,7152.03,7115.23,7134.28,1023.553924,7136.44
2020-04-19 21:00:00.000,7134.25,7150.0,7117.0,7136.44,859.927937,7183.04
2020-04-19 22:00:00.000,7137.61,7210.0,7136.57,7183.04,1732.423616,7175.52
2020-04-19 23:00:00.000,7184.71,7193.08,7154.98,7175.52,1928.810088,7120.74
2020-04-20 00:00:00.000,7175.05,7187.9,7104.28,7120.74,2600.251212,7161.16
2020-04-20 01:00:00.000,7121.4,7172.32,7082.0,7161.16,2641.334702,7155.63
2020-04-20 02:00:00.000,7161.16,7166.44,7130.9,7155.63,1353.887919,7173.45
2020-04-20 03:00:00.000,7155.76,7187.0,7145.78,7173.45,1357.087599,7161.03
2020-04-20 04:00:00.000,7173.9,7184.83,7155.0,7161.03,1506.179141,7173.57
2020-04-20 05:00:00.000,7161.55,7220.0,7161.35,7173.57,2597.748867,7173.29
2020-04-20 06:00:00.000,7173.74,7185.02,7154.49,7173.29,1450.438086,7167.97
2020-04-20 07:00:00.000,7173.22,7180.88,7154.01,7167.97,1323.532293,7184.94
2020-04-20 08:00:00.000,7167.95,7198.0,7156.26,7184.94,1536.533089,7150.16
2020-04-20 09:00:00.000,7185.18,7188.32,7136.37,7150.16,1978.186636,7146.56
2020-04-20 10:00:00.000,7150.16,7158.0,7120.0,7146.56,1751.131686,7076.45
2020-04-20 11:00:00.000,7145.9,7146.44,7015.0,7076.45,6322.910172,6966.55
2020-04-20 12:00:00.000,7076.45,7081.3,6955.37,6966.55,6316.032233,7034.11
2020-04-20 13:00:00.000,6965.42,7067.35,6912.34,7034.11,8575.512793,7022.81
2020-04-20 14:00:00.000,7035.05,7053.97,7008.54,7022.81,3410.24328,7065.64
2020-04-20 15:00:00.000,7022.81,7077.8,7010.52,7065.64,2812.456407,7071.4
2020-04-20 16:00:00.000,7065.74,7094.26,7052.1,7071.4,2744.422931,7044.73
2020-04-20 17:00:00.000,7071.4,7087.85,7026.07,7044.73,2240.089583,6872.59
2020-04-20 18:00:00.000,7045.66,7047.94,6837.03,6872.59,10826.459002,6865.85
2020-04-20 19:00:00.000,6872.58,6987.18,6825.0,6865.85,8326.60322,6768.88
2020-04-20 20:00:00.000,6865.92,6892.86,6766.43,6768.88,8749.356386,6856.94
2020-04-20 21:00:00.000,6768.94,6867.34,6751.0,6856.94,5352.314518,6841.83
2020-04-20 22:00:00.000,6856.95,6878.83,6825.0,6841.83,2674.834211,6875.63
2020-04-20 23:00:00.000,6841.39,6894.32,6837.73,6875.63,1893.717176,6826.83
2020-04-21 00:00:00.000,6875.63,6883.83,6812.51,6826.83,2408.47944,6878.54
2020-04-21 01:00:00.000,6828.98,6917.0,6811.05,6878.54,2940.543402,6874.64
2020-04-21 02:00:00.000,6879.24,6908.49,6861.49,6874.64,1670.150521,6848.45
2020-04-21 03:00:00.000,6874.97,6887.41,6837.79,6848.45,2072.304182,6857.92
2020-04-21 04:00:00.000,6848.32,6873.62,6840.55,6857.92,1127.891188,6853.12
2020-04-21 05:00:00.000,6857.92,6868.09,6830.29,6853.12,1695.725372,6887.79
2020-04-21 06:00:00.000,6852.71,6890.0,6841.83,6887.79,1744.313541,6876.67
2020-04-21 07:00:00.000,6887.79,6902.0,6869.24,6876.67,1890.550509,6878.68
2020-04-21 08:00:00.000,6876.65,6884.88,6861.02,6878.68,1670.050927,6859.7
2020-04-21 09:00:00.000,6878.62,6892.9,6846.01,6859.7,1912.230864,6832.61
2020-04-21 10:00:00.000,6859.7,6869.15,6770.0,6832.61,4990.490745,6807.2
2020-04-21 11:00:00.000,6832.62,6852.99,6803.6,6807.2,2536.462392,6793.29
2020-04-21 12:00:00.000,6807.2,6827.76,6762.0,6793.29,3384.559413,6809.23
2020-04-21 13:00:00.000,6792.79,6840.0,6782.0,6809.23,2601.214338,6834.27
2020-04-21 14:00:00.000,6809.19,6849.0,6784.2,6834.27,3297.229417,6816.37
2020-04-21 15:00:00.000,6834.52,6875.0,6810.46,6816.37,4398.857898,6830.8
2020-04-21 16:00:00.000,6816.37,6846.63,6801.0,6830.8,3058.920095,6844.13
2020-04-21 17:00:00.000,6830.79,6857.42,6819.97,6844.13,2511.47282,6898.35
2020-04-21 18:00:00.000,6844.16,6940.0,6811.11,6898.35,6527.27769,6877.36
2020-04-21 19:00:00.000,6898.35,6906.76,6870.0,6877.36,2893.644557,6864.92
2020-04-21 20:00:00.000,6877.4,6899.0,6863.33,6864.92,1589.938597,6884.08
2020-04-21 21:00:00.000,6863.95,6888.16,6856.05,6884.08,1511.21421,6888.0
2020-04-21 22:00:00.000,6883.92,6915.4,6870.42,6888.0,900.618076,6890.61
2020-04-21 23:00:00.000,6887.99,6897.74,6870.73,6890.61,1384.780064,6841.37
2020-04-22 00:00:00.000,6890.69,6898.14,6830.0,6841.37,1799.26999,6831.68
2020-04-22 01:00:00.000,6841.36,6859.84,6818.0,6831.68,2113.278445,6854.05
2020-04-22 02:00:00.000,6831.73,6854.76,6818.72,6854.05,1085.126153,6867.64
2020-04-22 03:00:00.000,6854.05,6888.0,6843.96,6867.64,1368.785426,6862.24
2020-04-22 04:00:00.000,6867.81,6876.47,6850.0,6862.24,837.282739,6854.07
2020-04-22 05:00:00.000,6862.24,6872.98,6842.53,6854.07,1064.528569,6900.56
2020-04-22 06:00:00.000,6854.07,6914.29,6850.54,6900.56,1822.787461,6934.28
2020-04-22 07:00:00.000,6900.56,6937.52,6881.11,6934.28,3019.707011,6942.11
2020-04-22 08:00:00.000,6934.28,6964.84,6915.55,6942.11,4467.326173,6947.94
2020-04-22 09:00:00.000,6941.78,6953.54,6918.07,6947.94,2236.890558,6947.4
2020-04-22 10:00:00.000,6947.94,6974.57,6935.09,6947.4,2246.973869,6937.57
2020-04-22 11:00:00.000,6947.4,6955.97,6926.89,6937.57,1554.477286,6955.8
2020-04-22 12:00:00.000,6937.58,6962.96,6933.2,6955.8,1462.136258,6954.42
2020-04-22 13:00:00.000,6955.81,6968.0,6928.43,6954.42,1959.393644,7061.34
2020-04-22 14:00:00.000,6954.98,7098.0,6945.0,7061.34,9224.154438,7091.95
2020-04-22 15:00:00.000,7061.97,7132.0,7050.0,7091.95,5911.396112,7112.2
2020-04-22 16:00:00.000,7091.98,7113.14,7075.23,7112.2,3292.809084,7119.73
2020-04-22 17:00:00.000,7112.15,7156.38,7095.1,7119.73,4352.135141,7084.05
2020-04-22 18:00:00.000,7119.6,7128.8,7062.6,7084.05,3542.357617,7096.34
2020-04-22 19:00:00.000,7084.7,7123.89,7080.0,7096.34,2155.574113,7085.57
2020-04-22 20:00:00.000,7096.3,7117.27,7084.0,7085.57,2088.498378,7108.59
2020-04-22 21:00:00.000,7085.56,7111.0,7079.41,7108.59,1370.393918,7092.97
2020-04-22 22:00:00.000,7108.67,7131.67,7087.0,7092.97,1739.328584,7112.0
2020-04-22 23:00:00.000,7093.36,7115.0,7085.81,7112.0,1035.837202,7125.14
2020-04-23 00:00:00.000,7112.13,7128.93,7098.71,7125.14,1535.199155,7116.82
2020-04-23 01:00:00.000,7125.12,7143.24,7100.0,7116.82,1605.419018,7169.62
2020-04-23 02:00:00.000,7116.95,7183.0,7112.58,7169.62,2883.682187,7125.22
2020-04-23 03:00:00.000,7170.33,7182.88,7125.0,7125.22,2359.28936,7113.27
2020-04-23 04:00:00.000,7125.22,7154.7,7112.0,7113.27,1635.078271,7127.29
2020-04-23 05:00:00.000,7113.27,7138.0,7089.98,7127.29,1992.46195,7101.0
2020-04-23 06:00:00.000,7126.73,7133.25,7096.0,7101.0,1640.990847,7039.95
2020-04-23 07:00:00.000,7101.0,7106.51,7020.0,7039.95,5031.157923,7061.54
2020-04-23 08:00:00.000,7039.95,7074.15,7030.0,7061.54,2403.414912,7079.04
2020-04-23 09:00:00.000,7061.35,7099.0,7046.21,7079.04,2361.65865,7096.36
2020-04-23 10:00:00.000,7079.04,7097.0,7050.0,7096.36,1442.63074,7062.57
2020-04-23 11:00:00.000,7096.36,7100.0,7058.12,7062.57,1711.919376,7133.39
2020-04-23 12:00:00.000,7062.22,7144.0,7059.37,7133.39,3494.641149,7167.7
2020-04-23 13:00:00.000,7133.89,7179.87,7108.23,7167.7,4532.478372,7233.68
2020-04-23 14:00:00.000,7168.13,7250.0,7149.66,7233.68,7213.064289,7536.36
2020-04-23 15:00:00.000,7233.69,7738.0,7233.69,7536.36,28633.509671,7530.1
2020-04-23 16:00:00.000,7537.27,7554.44,7455.33,7530.1,7218.853014,7504.91
2020-04-23 17:00:00.000,7528.78,7600.0,7485.0,7504.91,6878.056491,7551.14
2020-04-23 18:00:00.000,7505.0,7554.75,7504.99,7551.14,3281.051641,7539.79
2020-04-23 19:00:00.000,7551.45,7570.0,7512.05,7539.79,2393.195311,7522.01
2020-04-23 20:00:00.000,7539.0,7544.98,7510.0,7522.01,1906.587334,7531.87
2020-04-23 21:00:00.000,7522.0,7564.6,7520.0,7531.87,2030.468586,7589.72
2020-04-23 22:00:00.000,7531.43,7616.16,7531.06,7589.72,2834.49872,7563.51
2020-04-23 23:00:00.000,7589.24,7598.0,7540.0,7563.51,1720.170525,7482.39
2020-04-24 00:00:00.000,7563.5,7563.55,7420.0,7482.39,5569.291224,7489.01
2020-04-24 01:00:00.000,7483.96,7530.97,7470.11,7489.01,2514.943493,7482.01
2020-04-24 02:00:00.000,7489.01,7519.14,7457.95,7482.01,2073.00205,7520.07
2020-04-24 03:00:00.000,7482.01,7532.86,7474.6,7520.07,1971.15164,7523.0
2020-04-24 04:00:00.000,7520.08,7550.0,7503.08,7523.0,1639.814728,7541.85
2020-04-24 05:00:00.000,7522.95,7544.0,7496.82,7541.85,1727.751645,7495.59
2020-04-24 06:00:00.000,7541.85,7544.8,7491.59,7495.59,1646.25122,7531.09
2020-04-24 07:00:00.000,7495.48,7535.0,7493.26,7531.09,1572.74696,7568.68
2020-04-24 08:00:00.000,7531.06,7586.92,7518.02,7568.68,3338.44876,7555.89
2020-04-24 09:00:00.000,7568.68,7580.89,7520.0,7555.89,2713.505161,7578.06
2020-04-24 10:00:00.000,7554.97,7615.96,7544.41,7578.06,4009.99938,7533.63
2020-04-24 11:00:00.000,7578.49,7579.19,7502.0,7533.63,3722.353354,7494.03
2020-04-24 12:00:00.000,7533.62,7610.0,7480.0,7494.03,4984.756736,7505.45
2020-04-24 13:00:00.000,7494.03,7529.0,7457.0,7505.45,3950.456161,7478.3
2020-04-24 14:00:00.000,7506.2,7521.42,7477.6,7478.3,2461.403629,7497.76
2020-04-24 15:00:00.000,7478.15,7510.53,7388.0,7497.76,6997.420493,7503.12
2020-04-24 16:00:00.000,7498.75,7523.53,7479.96,7503.12,3294.337451,7514.92
2020-04-24 17:00:00.000,7503.13,7519.99,7478.07,7514.92,2146.490976,7505.68
2020-04-24 18:00:00.000,7514.92,7515.0,7495.0,7505.68,1330.086783,7515.97
2020-04-24 19:00:00.000,7505.72,7544.17,7504.23,7515.97,1762.772575,7521.58
2020-04-24 20:00:00.000,7516.38,7527.0,7499.46,7521.58,1130.131913,7524.49
2020-04-24 21:00:00.000,7521.65,7545.56,7515.72,7524.49,1468.752198,7495.32
2020-04-24 22:00:00.000,7525.29,7550.0,7495.31,7495.32,994.173035,7485.54
2020-04-24 23:00:00.000,7495.32,7519.2,7467.09,7485.54,1764.044648,7505.0
2020-04-25 00:00:00.000,7486.13,7508.96,7485.0,7505.0,967.32495,7471.35
2020-04-25 01:00:00.000,7505.0,7512.0,7431.07,7471.35,1887.154953,7480.78
2020-04-25 02:00:00.000,7471.6,7496.94,7450.02,7480.78,1051.622963,7518.42
2020-04-25 05:00:00.000,7480.68,7525.5,7480.68,7518.42,698.281618,7563.45
2020-04-25 06:00:00.000,7518.95,7565.0,7518.0,7563.45,2102.995985,7578.39
2020-04-25 07:00:00.000,7564.74,7588.0,7532.05,7578.39,2426.369879,7561.48
2020-04-25 08:00:00.000,7578.39,7594.0,7550.0,7561.48,2442.882569,7550.52
2020-04-25 09:00:00.000,7561.68,7579.8,7512.0,7550.52,3796.724608,7560.56
2020-04-25 10:00:00.000,7550.06,7570.0,7536.12,7560.56,1120.019203,7563.37
2020-04-25 11:00:00.000,7560.03,7572.0,7537.34,7563.37,1238.075051,7532.97
2020-04-25 12:00:00.000,7563.4,7601.5,7516.0,7532.97,3603.759513,7551.56
2020-04-25 13:00:00.000,7532.35,7564.49,7530.66,7551.56,1087.185231,7594.96
2020-04-25 14:00:00.000,7551.76,7594.97,7551.25,7594.96,1839.322598,7577.12
2020-04-25 15:00:00.000,7594.96,7598.42,7537.0,7577.12,2580.592619,7528.84
2020-04-25 16:00:00.000,7577.4,7705.0,7513.0,7528.84,6852.120645,7548.0
2020-04-25 17:00:00.000,7528.85,7566.59,7476.54,7548.0,4016.263267,7539.57
2020-04-25 18:00:00.000,7547.61,7557.14,7520.24,7539.57,1270.583779,7529.64
2020-04-25 19:00:00.000,7539.67,7547.35,7523.99,7529.64,934.608476,7542.81
2020-04-25 20:00:00.000,7529.67,7549.72,7512.17,7542.81,960.346777,7544.69
2020-04-25 21:00:00.000,7542.82,7560.0,7542.15,7544.69,750.517323,7523.12
2020-04-25 22:00:00.000,7544.5,7545.58,7500.0,7523.12,1444.229371,7536.49
2020-04-25 23:00:00.000,7523.19,7548.82,7513.73,7536.49,794.163963,7538.67
2020-04-26 00:00:00.000,7536.5,7542.87,7511.09,7538.67,976.607335,7563.08
2020-04-26 01:00:00.000,7539.03,7567.5,7522.17,7563.08,1525.573265,7561.4
2020-04-26 02:00:00.000,7563.64,7583.0,7552.03,7561.4,1150.071874,7565.7
2020-04-26 03:00:00.000,7561.33,7582.74,7550.0,7565.7,1241.645958,7565.71
2020-04-26 04:00:00.000,7565.7,7570.06,7550.41,7565.71,526.171664,7555.0
2020-04-26 05:00:00.000,7565.71,7566.53,7539.52,7555.0,1053.020528,7531.36
2020-04-26 06:00:00.000,7555.94,7556.0,7529.33,7531.36,994.788511,7550.25
2020-04-26 07:00:00.000,7531.34,7551.68,7525.0,7550.25,875.658351,7546.66
2020-04-26 08:00:00.000,7550.3,7559.79,7538.6,7546.66,993.880777,7550.62
