time,price,d_mid,executed,bucket
1992-06-24,17.87,0.999548614025116,False,>0.8
1992-06-25,17.62,0.999240517616272,False,>0.8
1992-06-26,18.0,0.9992699027061462,False,>0.8
1994-02-02,23.25,0.9999054670333862,False,>0.8
1994-02-03,22.0,0.9997929930686951,False,>0.8
1994-02-04,22.5,0.9997537732124329,False,>0.8
1994-04-05,20.25,0.9993877410888672,False,>0.8
1994-11-25,18.0,0.9978019595146179,False,>0.8
1994-11-28,17.75,0.9977743029594421,False,>0.8
1994-11-29,18.75,0.9978444576263428,False,>0.8
1995-02-03,16.5,0.9980011582374573,False,>0.8
1996-12-30,45.38,0.9999966621398926,False,>0.8
1997-03-31,56.0,0.9999644756317139,False,>0.8
1997-04-01,55.63,0.9999593496322632,False,>0.8
1997-08-25,72.0,0.9998879432678223,False,>0.8
1997-08-26,72.81,0.9998793601989746,False,>0.8
1997-09-02,37.5,0.9995961785316467,False,>0.8
1997-09-03,37.88,0.9993113279342651,False,>0.8
1997-09-04,39.06,0.9991361498832703,False,>0.8
1997-10-31,39.63,0.9993185997009277,False,>0.8
1998-05-14,49.25,0.9999938011169434,False,>0.8
1998-05-15,49.88,0.9999916553497314,False,>0.8
1998-07-24,45.5,0.9999258518218994,False,>0.8
1998-08-14,37.75,0.9999641180038452,False,>0.8
1998-08-17,36.13,0.9999570846557617,False,>0.8
1998-08-18,36.25,0.9999651908874512,False,>0.8
1999-01-15,38.0,0.999945878982544,False,>0.8
1999-10-01,58.06,0.9998138546943665,False,>0.8
1999-10-04,58.56,0.9998243451118469,False,>0.8
2000-03-09,75.56,0.9996519088745117,False,>0.8
2000-03-10,73.0,0.9996445178985596,False,>0.8
2000-03-13,73.0,0.9996490478515625,False,>0.8
2000-03-14,71.87,0.9996298551559448,False,>0.8
2000-06-05,43.88,0.9984835982322693,False,>0.8
2000-06-06,45.0,0.9986457228660583,False,>0.8
2000-06-07,46.25,0.998516857624054,False,>0.8
2000-10-19,55.69,0.9999284744262695,False,>0.8
2000-12-08,48.25,0.9996515512466431,False,>0.8
2001-03-14,48.86,0.9999244213104248,False,>0.8
2001-03-15,49.64,0.9999035596847534,False,>0.8
2001-03-19,46.65,0.999909520149231,False,>0.8
2001-03-23,43.98,0.9998966455459595,False,>0.8
2001-05-11,44.29,0.99940025806427,False,>0.8
2001-06-08,41.37,0.9995711445808411,False,>0.8
2001-07-19,36.68,0.9988003969192505,False,>0.8
2001-09-06,30.07,0.9961503744125366,False,>0.8
2001-09-07,29.58,0.9962345957756042,False,>0.8
2001-09-10,29.0,0.9960023760795593,False,>0.8
2001-09-17,27.5,0.9964315891265869,False,>0.8
2001-09-18,24.74,0.9990535378456116,False,>0.8
2001-09-19,23.16,0.999683141708374,False,>0.8
2001-09-20,24.32,0.9997394680976868,False,>0.8
2001-09-27,13.22,0.9988356232643127,False,>0.8
2001-09-28,12.82,0.9990645051002502,False,>0.8
2001-12-12,14.39,0.9999547004699707,False,>0.8
2002-01-31,13.55,0.9996042847633362,False,>0.8
2002-02-05,11.52,0.9997398257255554,False,>0.8
2002-02-06,9.9,0.9998040795326233,False,>0.8
2002-02-07,10.28,0.9999076128005981,False,>0.8
2002-02-08,10.01,0.9998072981834412,False,>0.8
2002-02-19,4.75,0.9998892545700073,False,>0.8
2002-02-20,4.25,0.999923586845398,False,>0.8
2002-02-21,4.11,0.9999414682388306,False,>0.8
2002-04-16,7.78,0.9999812841415405,False,>0.8
2002-05-20,6.5,0.9999945163726807,False,>0.8
2002-06-05,5.24,0.9999951124191284,False,>0.8
2002-06-06,4.49,0.9999943971633911,False,>0.8
2002-06-07,3.9,0.9999891519546509,False,>0.8
2002-06-10,4.0,0.9999797344207764,False,>0.8
2002-06-11,3.55,0.9999785423278809,False,>0.8
2002-06-12,4.58,0.999975323677063,False,>0.8
2002-10-04,1.98,0.9998738765716553,False,>0.8
2002-10-07,1.73,0.9998999834060669,False,>0.8
2002-10-08,1.28,0.9991056323051453,False,>0.8
2002-10-09,1.1,0.9990687966346741,False,>0.8
2002-10-10,1.16,0.999455988407135,False,>0.8
2003-02-11,2.96,0.9999912977218628,False,>0.8
2003-06-24,6.35,0.9995383024215698,False,>0.8
2003-06-25,6.6,0.9995958209037781,False,>0.8
2003-08-04,5.98,0.9999920129776001,False,>0.8
2003-08-05,6.01,0.9999909400939941,False,>0.8
2004-03-11,8.02,0.9996076226234436,False,>0.8
2004-03-12,8.1,0.9996229410171509,False,>0.8
2004-04-21,7.69,0.9947612881660461,False,>0.8
2004-04-22,7.93,0.9952958226203918,False,>0.8
2007-06-08,21.62,0.9999701976776123,False,>0.8
2007-06-13,21.22,0.9999680519104004,False,>0.8
2007-07-30,20.07,0.9987213015556335,False,>0.8
2007-08-01,19.92,0.9982438087463379,False,>0.8
2007-08-06,18.37,0.9983797073364258,False,>0.8
2008-01-17,18.34,0.9963864088058472,False,>0.8
2008-01-18,18.22,0.9968023300170898,False,>0.8
2008-01-22,17.69,0.9952865242958069,False,>0.8
2008-01-23,18.12,0.9957234859466553,False,>0.8
2008-03-18,16.41,0.9957305788993835,False,>0.8
2008-03-20,16.08,0.9944880604743958,False,>0.8
2008-07-08,18.05,0.9999284744262695,False,>0.8
2008-07-16,16.12,0.9998302459716797,False,>0.8
2008-07-17,16.24,0.9998231530189514,False,>0.8
2008-09-10,13.86,0.9995446801185608,False,>0.8
2008-09-17,11.23,0.9999738931655884,False,>0.8
2008-09-18,12.02,0.9999761581420898,False,>0.8
2008-10-13,9.47,0.9999905824661255,False,>0.8
2009-02-18,7.09,0.999988317489624,False,>0.8
2009-02-19,7.3,0.9999881982803345,False,>0.8
2009-02-24,6.82,0.9999929666519165,False,>0.8
2009-03-03,5.32,0.9999955892562866,False,>0.8
2009-03-04,5.52,0.9999957084655762,False,>0.8
2009-10-29,13.54,0.9999932050704956,False,>0.8
2010-02-05,11.73,0.9999884366989136,False,>0.8
2010-02-08,11.75,0.9999892711639404,False,>0.8
2010-11-24,10.9,0.9989996552467346,False,>0.8
2010-11-26,10.93,0.9986078143119812,False,>0.8
2011-08-03,11.69,0.9999862909317017,False,>0.8
2011-08-05,10.82,0.9999784231185913,False,>0.8
2011-08-08,9.6,0.9999816417694092,False,>0.8
2011-08-09,9.9,0.9999688863754272,False,>0.8
2011-08-10,9.68,0.9999860525131226,False,>0.8
2012-07-25,11.79,0.9995834231376648,False,>0.8
2012-07-26,11.97,0.9995833039283752,False,>0.8
2012-07-27,11.98,0.9996199607849121,False,>0.8
2012-11-08,10.15,0.9998853206634521,False,>0.8
2014-05-22,13.68,0.9995636343955994,False,>0.8
2014-08-01,14.7,0.9994718432426453,False,>0.8
2014-10-10,13.25,0.9992269277572632,False,>0.8
2014-10-13,13.14,0.9993477463722229,False,>0.8
2014-10-14,13.21,0.9994934797286987,False,>0.8
2014-10-16,12.98,0.9997134804725647,False,>0.8
2014-12-16,12.79,0.9998700618743896,False,>0.8
2014-12-17,13.13,0.999904990196228,False,>0.8
2015-02-10,12.16,0.9999765157699585,False,>0.8
2015-07-09,13.01,0.9999706745147705,False,>0.8
2015-09-23,10.14,0.9992326498031616,False,>0.8
2015-09-24,10.0,0.9994899034500122,False,>0.8
2015-09-25,9.96,0.9995601773262024,False,>0.8
2015-09-30,9.79,0.9997848868370056,False,>0.8
2015-12-14,8.83,0.9999538660049438,False,>0.8
2015-12-15,9.25,0.9999406337738037,False,>0.8
2016-01-19,8.72,0.9997387528419495,False,>0.8
2017-06-30,11.11,0.9999886751174927,False,>0.8
2017-07-03,11.01,0.9999889135360718,False,>0.8
2017-07-05,10.87,0.9999908208847046,False,>0.8
2017-07-06,10.68,0.999990701675415,False,>0.8
2017-07-07,10.76,0.9999920129776001,False,>0.8
2017-10-26,10.86,0.9898934960365295,False,>0.8
2017-10-30,10.74,0.9937160611152649,False,>0.8
2017-10-31,10.63,0.994971513748169,False,>0.8
2017-11-01,10.57,0.9964113831520081,False,>0.8
2017-11-02,10.79,0.9971616268157959,False,>0.8
2017-11-07,10.51,0.998619794845581,False,>0.8
2018-02-09,10.2,0.9999135732650757,False,>0.8
2018-12-26,14.28,0.9999288320541382,False,>0.8
2019-04-29,17.22,0.9990553259849548,False,>0.8
2019-04-30,17.12,0.9992032647132874,False,>0.8
2019-05-01,16.9,0.9990583062171936,False,>0.8
2019-05-02,17.05,0.999392032623291,False,>0.8
2019-05-08,15.98,0.9998088479042053,False,>0.8
2019-05-09,16.12,0.9998824596405029,False,>0.8
2019-08-07,15.67,0.9998039603233337,False,>0.8
2019-08-08,15.85,0.999828577041626,False,>0.8
2019-08-13,15.17,0.999921441078186,False,>0.8
2019-08-15,14.77,0.99991774559021,False,>0.8
2020-02-26,18.69,0.9998785257339478,False,>0.8
2020-02-27,18.29,0.999853253364563,False,>0.8
2020-02-28,16.73,0.9998070597648621,False,>0.8
2020-03-02,18.22,0.9998094439506531,False,>0.8
2020-03-10,15.21,0.9998788833618164,False,>0.8
2020-03-13,13.0,0.9999212026596069,False,>0.8
2020-03-17,11.56,0.9999327659606934,False,>0.8
2021-05-05,26.47,0.9914121627807617,False,>0.8
2021-05-06,25.45,0.991569459438324,False,>0.8
2021-05-07,25.79,0.989719808101654,False,>0.8
2021-05-10,25.73,0.9925260543823242,False,>0.8
2021-05-13,24.44,0.9963628649711609,False,>0.8
2021-07-19,23.58,0.9969909191131592,False,>0.8
2021-07-20,24.1,0.9978717565536499,False,>0.8
2022-04-22,22.49,0.9984691739082336,False,>0.8
2022-04-25,22.08,0.9976186156272888,False,>0.8
2022-04-26,21.34,0.9973124265670776,False,>0.8
2022-04-27,21.1,0.9973688125610352,False,>0.8
2022-04-28,21.04,0.9968236684799194,False,>0.8
2022-09-28,23.03,0.9999340772628784,False,>0.8
2023-01-06,26.43,0.9998507499694824,False,>0.8
2023-03-01,24.63,0.9965140223503113,False,>0.8
2023-03-13,22.9,0.9981032609939575,False,>0.8
2023-03-14,23.22,0.9971699118614197,False,>0.8
2023-05-03,22.45,0.9941998720169067,False,>0.8
2023-08-09,19.61,0.9964403510093689,False,>0.8
2023-08-16,18.41,0.9974426031112671,False,>0.8
2023-09-25,16.24,0.9988352656364441,False,>0.8
2023-09-29,15.2,0.999427855014801,False,>0.8
2023-10-03,13.54,0.9997623562812805,False,>0.8
2023-10-04,13.2,0.9998273253440857,False,>0.8
2023-10-05,12.61,0.9999113082885742,False,>0.8
2023-10-06,12.45,0.9999496936798096,False,>0.8
2024-01-18,17.38,0.9991251826286316,False,>0.8
2024-01-19,16.89,0.998755931854248,False,>0.8
